"","Reserve","SiteID","Region","Geomorphology","tidal_range","salinity","Metric","SampleSize","term","df","sumsq","meansq","statistic","pvalue"
"950","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",270,"Residuals",264,530.4843,2.0094,NA,1
"951","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Year",1,30.192,30.192,19.488,0
"952","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Vegetation_Zone",1,0.4712,0.4712,0.3041,0.5818
"953","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Year:Vegetation_Zone",1,0.874,0.874,0.5641,0.4534
"954","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",240,"Residuals",236,365.6253,1.5493,NA,1
"955","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",48,"Year",1,0.2667,0.2667,0.2466,0.6219
"956","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",48,"Vegetation_Zone",1,2.0167,2.0167,1.8649,0.179
"957","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",48,"Year:Vegetation_Zone",1,0.0533,0.0533,0.0493,0.8253
"958","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",48,"Residuals",44,47.58,1.0814,NA,1
"959","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",120,"Year",1,0.3375,0.3375,0.3858,0.5357
"960","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",120,"Vegetation_Zone",1,2.1,2.1,2.4005,0.124
"961","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",120,"Year:Vegetation_Zone",1,0.0482,0.0482,0.0551,0.8148
"962","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Richness",120,"Residuals",116,101.481,0.8748,NA,1
"963","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Richness",265,"Year",1,1.7947,1.7947,0.5022,0.4792
"964","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Richness",265,"Vegetation_Zone",2,9.8365,4.9182,1.3762,0.2544
"965","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Richness",265,"Year:Vegetation_Zone",2,20.3636,10.1818,2.8491,0.0597
"966","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Richness",265,"Residuals",259,925.5901,3.5737,NA,1
"967","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",420,"Year",1,0.0965,0.0965,0.0338,0.8542
"968","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",420,"Vegetation_Zone",2,1558.1195,779.0597,273.2501,0
"969","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",420,"Year:Vegetation_Zone",2,1.0985,0.5492,0.1926,0.8249
"970","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",420,"Residuals",414,1180.3499,2.8511,NA,1
"971","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",307,"Year",1,67.4512,67.4512,49.0282,0
"972","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",307,"Vegetation_Zone",2,762.2897,381.1449,277.0424,0
"973","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",307,"Year:Vegetation_Zone",2,0.8838,0.4419,0.3212,0.7255
"974","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",307,"Residuals",301,414.1049,1.3758,NA,1
"975","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",331,"Year",1,4.2039,4.2039,1.1927,0.2756
"976","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",331,"Vegetation_Zone",2,746.4989,373.2494,105.8942,0
"977","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",331,"Year:Vegetation_Zone",2,7.1587,3.5794,1.0155,0.3634
"978","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Richness",331,"Residuals",325,1145.5403,3.5247,NA,1
"979","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",142,"Year",1,0.0016,0.0016,0.0497,0.8239
"980","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",142,"Vegetation_Zone",1,0.0168,0.0168,0.5119,0.4755
"981","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",142,"Year:Vegetation_Zone",1,0.0859,0.0859,2.6137,0.1082
"982","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",142,"Residuals",138,4.5343,0.0329,NA,1
"983","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",122,"Year",1,0.0297,0.0297,0.7373,0.3923
"984","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",122,"Vegetation_Zone",1,0.0572,0.0572,1.421,0.2356
"985","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",122,"Year:Vegetation_Zone",1,0.0721,0.0721,1.7905,0.1834
"986","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",122,"Residuals",118,4.753,0.0403,NA,1
"987","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",346,"Year",1,0.117,0.117,1.0128,0.315
"988","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",346,"Vegetation_Zone",2,0.6532,0.3266,2.8272,0.0606
"989","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",346,"Year:Vegetation_Zone",2,0.1493,0.0747,0.6462,0.5247
"990","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",346,"Residuals",340,39.2788,0.1155,NA,1
"991","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",160,"Year",1,0.1742,0.1742,1.0482,0.3075
"992","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",160,"Vegetation_Zone",1,0.5695,0.5695,3.4269,0.066
"993","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",160,"Year:Vegetation_Zone",1,0.6646,0.6646,3.9987,0.0473
"994","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",160,"Residuals",156,25.9264,0.1662,NA,1
"995","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",419,"Year",1,0.9252,0.9252,4.2044,0.0409
"996","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",419,"Vegetation_Zone",1,19.8168,19.8168,90.0538,0
"997","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",419,"Year:Vegetation_Zone",1,0.0011,0.0011,0.0049,0.944
"998","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",419,"Residuals",415,91.3226,0.2201,NA,1
"999","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",120,"Year",1,0.3268,0.3268,6.7121,0.0108
"1000","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",120,"Vegetation_Zone",2,0.4072,0.2036,4.1812,0.0177
"1001","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",120,"Year:Vegetation_Zone",2,0.2626,0.1313,2.697,0.0717
"1002","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",120,"Residuals",114,5.5506,0.0487,NA,1
"1003","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Year",1,0.0319,0.0319,0.6335,0.4295
"1004","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Vegetation_Zone",2,3.8029,1.9015,37.716,0
"1005","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Year:Vegetation_Zone",2,0.0622,0.0311,0.6168,0.5434
"1006","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Residuals",54,2.7224,0.0504,NA,1
"1007","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Year",1,0.0287,0.0287,0.6939,0.4069
"1008","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Vegetation_Zone",2,7.945,3.9725,96.0713,0
"1009","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Year:Vegetation_Zone",2,0.017,0.0085,0.2058,0.8144
"1010","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Residuals",94,3.8869,0.0413,NA,1
"1011","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",162,"Year",1,0.2692,0.2692,4.2512,0.0409
"1012","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",162,"Vegetation_Zone",1,0.0014,0.0014,0.0228,0.8802
"1013","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",162,"Year:Vegetation_Zone",1,0.0134,0.0134,0.211,0.6466
"1014","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",162,"Residuals",158,10.006,0.0633,NA,1
"1015","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",210,"Year",1,0.1199,0.1199,3.23,0.0738
"1016","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",210,"Vegetation_Zone",1,1.2682,1.2682,34.1532,0
"1017","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",210,"Year:Vegetation_Zone",1,0.2139,0.2139,5.7594,0.0173
"1018","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Shannon-Weiner Diversity",210,"Residuals",206,7.6495,0.0371,NA,1
"1019","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",128,"Year",1,5.8301,5.8301,28.1508,0
"1020","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",128,"Vegetation_Zone",1,1.4431,1.4431,6.9682,0.0094
"1021","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",128,"Year:Vegetation_Zone",1,0.0279,0.0279,0.1348,0.7141
"1022","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",128,"Residuals",124,25.6806,0.2071,NA,1
"1023","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",240,"Year",1,2.9306,2.9306,14.9522,1e-04
"1024","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",240,"Vegetation_Zone",2,4.5,2.25,11.4795,0
"1025","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",240,"Year:Vegetation_Zone",2,1.3106,0.6553,3.3433,0.037
"1026","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Shannon-Weiner Diversity",240,"Residuals",234,45.864,0.196,NA,1
"1027","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",491,"Year",1,0.1411,0.1411,0.6745,0.4119
"1028","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",491,"Vegetation_Zone",2,32.0865,16.0433,76.6999,0
"1029","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",491,"Year:Vegetation_Zone",2,0.2782,0.1391,0.6651,0.5147
"1030","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",491,"Residuals",485,101.4472,0.2092,NA,1
"1031","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",429,"Year",1,1.4674,1.4674,7.9476,0.005
"1032","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",429,"Vegetation_Zone",2,14.5407,7.2704,39.3783,0
"1033","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",429,"Year:Vegetation_Zone",2,0.1189,0.0595,0.3221,0.7248
"1034","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",429,"Residuals",423,78.0979,0.1846,NA,1
"1035","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",329,"Year",1,0.9723,0.9723,5.2888,0.0221
"1036","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",329,"Vegetation_Zone",2,54.7444,27.3722,148.8943,0
"1037","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",329,"Year:Vegetation_Zone",2,0.9626,0.4813,2.6181,0.0745
"1038","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",329,"Residuals",323,59.3792,0.1838,NA,1
"1039","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",406,"Year",1,0.0294,0.0294,0.1962,0.6581
"1040","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",406,"Vegetation_Zone",2,11.3554,5.6777,37.9269,0
"1041","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Shannon-Weiner Diversity",406,"Residuals",402,60.1797,0.1497,NA,1
"1042","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",546,"Year",1,1.0432,1.0432,4.5517,0.0333
"1043","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",546,"Vegetation_Zone",2,16.0038,8.0019,34.913,0
"1044","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",546,"Year:Vegetation_Zone",2,0.4389,0.2195,0.9576,0.3845
"1045","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",546,"Residuals",540,123.7657,0.2292,NA,1
"1046","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Shannon-Weiner Diversity",346,"Year",1,5.6063,5.6063,23.9136,0
"1047","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Shannon-Weiner Diversity",346,"Vegetation_Zone",2,1.1998,0.5999,2.5589,0.0789
"1048","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Shannon-Weiner Diversity",346,"Year:Vegetation_Zone",2,0.363,0.1815,0.7742,0.4619
"1049","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Shannon-Weiner Diversity",346,"Residuals",340,79.7091,0.2344,NA,1
"1050","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",463,"Year",1,0.0018,0.0018,0.0097,0.9218
"1051","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",463,"Vegetation_Zone",1,2.5845,2.5845,13.9142,2e-04
"1052","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",463,"Year:Vegetation_Zone",1,0.018,0.018,0.0967,0.7559
"1053","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",463,"Residuals",459,85.2584,0.1857,NA,1
"1054","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",161,"Year",1,0.0566,0.0566,0.3086,0.5793
"1055","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",161,"Vegetation_Zone",1,3.9959,3.9959,21.7897,0
"1056","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",161,"Year:Vegetation_Zone",1,0.0014,0.0014,0.0078,0.9296
"1057","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Shannon-Weiner Diversity",161,"Residuals",157,28.7911,0.1834,NA,1
"1058","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",312,"Year",1,0.9486,0.9486,10.156,0.0016
"1059","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",312,"Vegetation_Zone",2,16.389,8.1945,87.736,0
"1060","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",312,"Year:Vegetation_Zone",2,0.0304,0.0152,0.1627,0.8499
"1061","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",312,"Residuals",306,28.5802,0.0934,NA,1
"1062","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",273,"Year",1,2.0919,2.0919,24.3316,0
"1063","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",273,"Vegetation_Zone",2,31.8047,15.9023,184.9664,0
"1064","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",273,"Year:Vegetation_Zone",2,0.8416,0.4208,4.8946,0.0082
"1065","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Shannon-Weiner Diversity",273,"Residuals",267,22.9551,0.086,NA,1
"1066","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",319,"Year",1,0.0178,0.0178,0.2166,0.642
"1067","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",319,"Vegetation_Zone",2,15.0344,7.5172,91.6582,0
"1068","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",319,"Year:Vegetation_Zone",2,0.525,0.2625,3.2008,0.0421
"1069","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",319,"Residuals",313,25.6702,0.082,NA,1
"1070","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",338,"Year",1,0.0622,0.0622,3.1561,0.0766
"1071","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",338,"Vegetation_Zone",1,5.7229,5.7229,290.4836,0
"1072","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",338,"Year:Vegetation_Zone",1,0.1932,0.1932,9.8051,0.0019
"1073","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Shannon-Weiner Diversity",338,"Residuals",334,6.5802,0.0197,NA,1
"1074","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",789,"Year",1,0.1599,0.1599,3.4438,0.0639
"1075","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",789,"Vegetation_Zone",1,33.1195,33.1195,713.4197,0
"1076","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",789,"Year:Vegetation_Zone",1,0.8377,0.8377,18.0449,0
"1077","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",789,"Residuals",785,36.4425,0.0464,NA,1
"1078","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",70,"Year",1,0.062,0.062,0.7567,0.3875
"1079","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",70,"Vegetation_Zone",1,0.3443,0.3443,4.2021,0.0443
"1080","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",70,"Year:Vegetation_Zone",1,0.7186,0.7186,8.7707,0.0043
"1081","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",70,"Residuals",66,5.4078,0.0819,NA,1
"1082","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Year",1,0.272,0.272,6.4693,0.0123
"1083","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Vegetation_Zone",1,7.1206,7.1206,169.3495,0
"1084","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Year:Vegetation_Zone",1,0.1997,0.1997,4.7492,0.0313
"1085","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Residuals",116,4.8774,0.042,NA,1
"1086","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",122,"Year",1,0.5531,0.5531,16.1158,1e-04
"1087","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",122,"Vegetation_Zone",1,0.9438,0.9438,27.5,0
"1088","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",122,"Year:Vegetation_Zone",1,0.0844,0.0844,2.4596,0.1195
"1089","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Shannon-Weiner Diversity",122,"Residuals",118,4.0496,0.0343,NA,1
"1090","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Year",1,0.7614,0.7614,4.8182,0.0306
"1091","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Vegetation_Zone",1,19.4696,19.4696,123.1966,0
"1092","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Year:Vegetation_Zone",1,0.0294,0.0294,0.1861,0.6672
"1093","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",100,"Residuals",96,15.1715,0.158,NA,1
"1094","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Year",1,0.4476,0.4476,3.9084,0.053
"1095","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Vegetation_Zone",1,0.7248,0.7248,6.3288,0.0148
"1096","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Year:Vegetation_Zone",1,0.1247,0.1247,1.0891,0.3012
"1097","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Shannon-Weiner Diversity",60,"Residuals",56,6.413,0.1145,NA,1
"1098","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",50,"Year",1,0.0674,0.0674,0.5794,0.4504
"1099","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",50,"Vegetation_Zone",1,1.9811,1.9811,17.0414,2e-04
"1100","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",50,"Year:Vegetation_Zone",1,0.0482,0.0482,0.4144,0.5229
"1101","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",50,"Residuals",46,5.3475,0.1162,NA,1
"1102","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Year",1,0.6892,0.6892,8.151,0.0047
"1103","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Vegetation_Zone",2,12.6309,6.3155,74.6947,0
"1104","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Year:Vegetation_Zone",2,0.2804,0.1402,1.6579,0.1928
"1105","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Residuals",234,19.7848,0.0846,NA,1
"1106","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",210,"Year",1,0.002,0.002,0.0158,0.9002
"1107","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",210,"Vegetation_Zone",1,0.0927,0.0927,0.7281,0.3945
"1108","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",210,"Year:Vegetation_Zone",1,0.0254,0.0254,0.1998,0.6553
"1109","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",210,"Residuals",206,26.2286,0.1273,NA,1
"1110","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",270,"Year",1,8e-04,8e-04,0.0048,0.9447
"1111","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",270,"Vegetation_Zone",2,6.1151,3.0575,17.6276,0
"1112","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",270,"Year:Vegetation_Zone",2,0.0157,0.0078,0.0453,0.9558
"1113","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",270,"Residuals",264,45.7912,0.1735,NA,1
"1114","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Year",1,0.6046,0.6046,6.384,0.0122
"1115","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Vegetation_Zone",1,0.1826,0.1826,1.9283,0.1663
"1116","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Year:Vegetation_Zone",1,0.0048,0.0048,0.0507,0.822
"1117","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",240,"Residuals",236,22.3495,0.0947,NA,1
"1118","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",48,"Year",1,0.2792,0.2792,2.3943,0.1289
"1119","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",48,"Vegetation_Zone",1,0.0544,0.0544,0.4664,0.4982
"1120","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",48,"Year:Vegetation_Zone",1,0.0174,0.0174,0.1494,0.701
"1121","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",48,"Residuals",44,5.1307,0.1166,NA,1
"1122","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Year",1,0.0063,0.0063,0.0594,0.8078
"1123","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Vegetation_Zone",1,0.0648,0.0648,0.6114,0.4358
