"","Reserve","SiteID","Metric","site_variable","Category","SampleSize","term","slope","std.error","statistic","pvalue"
"1255","JAC","South Segment","Shannon-Weiner Diversity","tidal_range","Microtidal",1080,"Year",-0.0071,0.0044,-1.6186,0.1067
"1256","KAC","FR","Shannon-Weiner Diversity","tidal_range","Macrotidal",2184,"Year",0.0105,0.0052,2.0119,0.0447
"1257","KAC","BS","Shannon-Weiner Diversity","tidal_range","Macrotidal",1384,"Year",0.0345,0.0071,4.8713,0
"1258","KAC","CP","Shannon-Weiner Diversity","tidal_range","Macrotidal",1852,"Year",-6e-04,0.0059,-0.097,0.9228
"1259","KAC","SC","Shannon-Weiner Diversity","tidal_range","Macrotidal",644,"Year",-0.0046,0.0088,-0.5238,0.6011
"1260","MAR","MI-W","Shannon-Weiner Diversity","tidal_range","Microtidal",2192,"Year",-0.0339,0.0049,-6.8769,0
"1261","MAR","HF1","Shannon-Weiner Diversity","tidal_range","Microtidal",2192,"Year",-0.0705,0.0052,-13.5285,0
"1262","MAR","HF2","Shannon-Weiner Diversity","tidal_range","Microtidal",2400,"Year",-0.0676,0.0054,-12.565,0
"1263","MAR","HF3","Shannon-Weiner Diversity","tidal_range","Microtidal",2192,"Year",-0.0551,0.0057,-9.7264,0
"1264","NAR","Nag","Shannon-Weiner Diversity","tidal_range","Microtidal",1248,"Year",-0.0147,0.0058,-2.5563,0.0111
"1265","NAR","Coggeshall","Shannon-Weiner Diversity","tidal_range","Microtidal",1092,"Year",-0.0234,0.0073,-3.1931,0.0016
"1266","NIW","Segment A","Shannon-Weiner Diversity","tidal_range","Microtidal",1276,"Year",-0.0017,0.0045,-0.3695,0.712
"1267","NIW","Segment B","Shannon-Weiner Diversity","tidal_range","Microtidal",1352,"Year",-0.003,0.0023,-1.293,0.1969
"1268","NOC","MI","Shannon-Weiner Diversity","tidal_range","Microtidal",3156,"Year",0.0046,0.0034,1.3369,0.1817
"1269","NOC","MM","Shannon-Weiner Diversity","tidal_range","Microtidal",2404,"Year",0.0013,5e-04,2.4481,0.0146
"1270","SOS","DM","Shannon-Weiner Diversity","tidal_range","Mesotidal",280,"Year",0.0077,0.0096,0.8072,0.4224
"1271","SOS","MM","Shannon-Weiner Diversity","tidal_range","Mesotidal",480,"Year",0.0147,0.0091,1.6222,0.1074
"1272","SOS","HC","Shannon-Weiner Diversity","tidal_range","Mesotidal",488,"Year",0.0224,0.0062,3.6153,4e-04
"1273","SOS","VM","Shannon-Weiner Diversity","tidal_range","Mesotidal",400,"Year",0.0249,0.017,1.4671,0.1456
"1274","SOS","VI","Shannon-Weiner Diversity","tidal_range","Mesotidal",240,"Year",0.0206,0.0109,1.8906,0.0637
"1275","SOS","MI","Shannon-Weiner Diversity","tidal_range","Mesotidal",240,"Year",0.0298,0.0086,3.4779,0.001
"1276","TJR","McCoy North","Shannon-Weiner Diversity","tidal_range","Mesotidal",200,"Year",-0.0128,0.0193,-0.662,0.5111
"1277","TJR","McCoy South","Shannon-Weiner Diversity","tidal_range","Mesotidal",960,"Year",-0.0187,0.0083,-2.2398,0.026
"1278","TJR","South Beach","Shannon-Weiner Diversity","tidal_range","Mesotidal",840,"Year",-0.0011,0.0086,-0.1259,0.8999
"1279","TJR","V1","Shannon-Weiner Diversity","tidal_range","Mesotidal",1080,"Year",6e-04,0.0093,0.0656,0.9477
"1280","TJR","V3","Shannon-Weiner Diversity","tidal_range","Mesotidal",960,"Year",0.011,0.0077,1.4346,0.1527
"1281","TJR","V4","Shannon-Weiner Diversity","tidal_range","Mesotidal",960,"Year",-0.0175,0.0069,-2.5268,0.0122
"1282","TJR","Brazo Creek","Shannon-Weiner Diversity","tidal_range","Mesotidal",192,"Year",0.0682,0.0434,1.5712,0.123
"1283","TJR","Horse Trail","Shannon-Weiner Diversity","tidal_range","Mesotidal",300,"Year",-0.0147,0.0198,-0.7438,0.4594
"1284","TJR","Model Marsh","Shannon-Weiner Diversity","tidal_range","Mesotidal",480,"Year",-0.0051,0.0209,-0.2446,0.8072
"1285","WEL","WB","Shannon-Weiner Diversity","tidal_range","Mesotidal",1060,"Year",-0.0046,0.006,-0.7678,0.4433
"1286","WQB","Section 2","Shannon-Weiner Diversity","tidal_range","Microtidal",1680,"Year",-0.0202,0.0086,-2.347,0.0194
"1287","WQB","Section 1","Shannon-Weiner Diversity","tidal_range","Microtidal",1228,"Year",0.0341,0.0102,3.3438,9e-04
"1288","WQB","Section 3","Shannon-Weiner Diversity","tidal_range","Microtidal",1324,"Year",4e-04,0.0098,0.0437,0.9652
"1289","ACE","EIN","Salt Ratio","tidal_range","Microtidal",568,"Year",0.0079,0.0074,1.0698,0.2865
"1290","ACE","EIS","Salt Ratio","tidal_range","Microtidal",488,"Year",0.0221,0.0112,1.9687,0.0513
"1291","APA","PC","Salt Ratio","tidal_range","Microtidal",1384,"Year",0.007,0.0045,1.5501,0.122
"1292","CBM","MB","Salt Ratio","tidal_range","Microtidal",640,"Year",-2e-04,1e-04,-1.8527,0.0658
"1293","CBM","OPC","Salt Ratio","tidal_range","Microtidal",1676,"Year",0.0023,0.0014,1.6955,0.0907
"1294","DEL","SJR","Salt Ratio","tidal_range","Microtidal",480,"Year",0,0.0074,0,1
"1295","ELK","Upper","Salt Ratio","tidal_range","Mesotidal",240,"Year",0.0083,0.0073,1.1343,0.2613
"1296","ELK","Lower","Salt Ratio","tidal_range","Mesotidal",400,"Year",0,0,NA,1
"1297","GND","spalt","Salt Ratio","tidal_range","Microtidal",648,"Year",0.0087,0.0193,0.454,0.6504
"1298","GND","juro low","Salt Ratio","tidal_range","Microtidal",840,"Year",-0.02,0.0129,-1.5562,0.1212
"1299","GND","juro high","Salt Ratio","tidal_range","Microtidal",512,"Year",-0.0163,0.0127,-1.2816,0.2023
"1300","GND","juro mid","Salt Ratio","tidal_range","Microtidal",960,"Year",-0.0018,0.0099,-0.177,0.8597
"1301","GND","clmaj","Salt Ratio","tidal_range","Microtidal",600,"Year",0.0614,0.0116,5.2748,0
"1302","GRB","SP","Salt Ratio","tidal_range","Mesotidal",1964,"Year",0.001,0.0025,0.382,0.7026
"1303","GRB","GBF","Salt Ratio","tidal_range","Mesotidal",1716,"Year",0.0024,0.0043,0.5449,0.5861
"1304","GRB","BC","Salt Ratio","tidal_range","Mesotidal",1316,"Year",0.0021,0.0032,0.6472,0.5179
"1305","GTM","22","Salt Ratio","tidal_range","Microtidal",1596,"Year",-0.0242,0.0057,-4.2787,0
"1306","GTM","0","Salt Ratio","tidal_range","Microtidal",1396,"Year",-0.0288,0.0047,-6.1644,0
"1307","GTM","40","Salt Ratio","tidal_range","Microtidal",1312,"Year",-0.0246,0.0048,-5.1434,0
"1308","GTM","1","Salt Ratio","tidal_range","Microtidal",1500,"Year",-0.0302,0.005,-6.0784,0
"1309","GTM","46","Salt Ratio","tidal_range","Microtidal",1624,"Year",-0.0366,0.0051,-7.1995,0
"1310","JAC","Central Segment","Salt Ratio","tidal_range","Microtidal",1080,"Year",-0.0011,0.0016,-0.6805,0.4968
"1311","JAC","South Segment","Salt Ratio","tidal_range","Microtidal",1080,"Year",0.0013,0.0067,0.1993,0.8422
"1312","KAC","FR","Salt Ratio","tidal_range","Macrotidal",2184,"Year",-0.0037,0.0022,-1.671,0.0953
"1313","KAC","BS","Salt Ratio","tidal_range","Macrotidal",1384,"Year",0.0042,0.004,1.0567,0.2914
"1314","KAC","CP","Salt Ratio","tidal_range","Macrotidal",1852,"Year",-1e-04,0.0033,-0.0416,0.9668
"1315","KAC","SC","Salt Ratio","tidal_range","Macrotidal",644,"Year",0.0038,0.0042,0.91,0.3642
"1316","MAR","MI-W","Salt Ratio","tidal_range","Microtidal",2192,"Year",-0.0173,0.0048,-3.6241,3e-04
"1317","MAR","HF1","Salt Ratio","tidal_range","Microtidal",2192,"Year",-0.1009,0.0061,-16.4565,0
"1318","MAR","HF2","Salt Ratio","tidal_range","Microtidal",2400,"Year",-0.0619,0.0065,-9.4509,0
"1319","MAR","HF3","Salt Ratio","tidal_range","Microtidal",2192,"Year",-0.0649,0.007,-9.3155,0
"1320","NAR","Nag","Salt Ratio","tidal_range","Microtidal",1248,"Year",1e-04,0,1.5816,0.1148
"1321","NAR","Coggeshall","Salt Ratio","tidal_range","Microtidal",1092,"Year",0,0,-1.6082,0.1089
"1322","NIW","Segment A","Salt Ratio","tidal_range","Microtidal",1276,"Year",-8e-04,0.0037,-0.2174,0.828
"1323","NIW","Segment B","Salt Ratio","tidal_range","Microtidal",1352,"Year",-0.0036,0.0035,-1.0435,0.2975
"1324","NOC","MI","Salt Ratio","tidal_range","Microtidal",3156,"Year",-0.0155,0.0039,-4.0133,1e-04
"1325","NOC","MM","Salt Ratio","tidal_range","Microtidal",2404,"Year",-0.0015,0.0042,-0.3519,0.725
"1326","SOS","DM","Salt Ratio","tidal_range","Mesotidal",280,"Year",9e-04,0.0014,0.6341,0.5281
"1327","SOS","MM","Salt Ratio","tidal_range","Mesotidal",480,"Year",0,0,0.0513,0.9592
"1328","SOS","HC","Salt Ratio","tidal_range","Mesotidal",488,"Year",-0.0016,0.0012,-1.3285,0.1865
"1329","SOS","VM","Salt Ratio","tidal_range","Mesotidal",400,"Year",0,2e-04,-0.2242,0.8231
"1330","SOS","VI","Salt Ratio","tidal_range","Mesotidal",240,"Year",0,1e-04,-0.3158,0.7533
"1331","SOS","MI","Salt Ratio","tidal_range","Mesotidal",240,"Year",0,1e-04,-0.3158,0.7533
"1332","TJR","McCoy North","Salt Ratio","tidal_range","Mesotidal",200,"Year",0.0251,0.017,1.4763,0.1464
"1333","TJR","McCoy South","Salt Ratio","tidal_range","Mesotidal",960,"Year",-8e-04,0.0087,-0.0956,0.9239
"1334","TJR","South Beach","Salt Ratio","tidal_range","Mesotidal",840,"Year",8e-04,0.0082,0.0917,0.927
"1335","TJR","V1","Salt Ratio","tidal_range","Mesotidal",1080,"Year",0,0,1.0206,0.3084
"1336","TJR","V3","Salt Ratio","tidal_range","Mesotidal",960,"Year",9e-04,0.0018,0.48,0.6317
"1337","TJR","V4","Salt Ratio","tidal_range","Mesotidal",960,"Year",0,0,0.4899,0.6247
"1338","TJR","Brazo Creek","Salt Ratio","tidal_range","Mesotidal",192,"Year",-0.0059,0.0074,-0.7985,0.4287
"1339","TJR","Horse Trail","Salt Ratio","tidal_range","Mesotidal",300,"Year",-1e-04,2e-04,-0.6882,0.4935
"1340","TJR","Model Marsh","Salt Ratio","tidal_range","Mesotidal",480,"Year",0.0083,0.0059,1.4202,0.1582
"1341","WEL","WB","Salt Ratio","tidal_range","Mesotidal",1060,"Year",-8e-04,0.0012,-0.6947,0.4879
"1342","WQB","Section 2","Salt Ratio","tidal_range","Microtidal",1680,"Year",-2e-04,0.0039,-0.0499,0.9602
"1343","WQB","Section 1","Salt Ratio","tidal_range","Microtidal",1228,"Year",0.0053,0.006,0.8738,0.3829
"1344","WQB","Section 3","Salt Ratio","tidal_range","Microtidal",1324,"Year",8e-04,0.0023,0.3647,0.7156
"1345","ACE","EIN","Abiotic Cover","salinity","Polyhaline",568,"Year",-1.0265,0.8342,-1.2305,0.2206
"1346","ACE","EIS","Abiotic Cover","salinity","Polyhaline",488,"Year",-3.008,0.8553,-3.5167,6e-04
"1347","APA","PC","Abiotic Cover","salinity","Polyhaline",1384,"Year",1.4137,0.6792,2.0814,0.0381
"1348","CBM","MB","Abiotic Cover","salinity","Mesohaline",640,"Year",-1.9038,0.3327,-5.7226,0
"1349","CBM","OPC","Abiotic Cover","salinity","Oligohaline",1676,"Year",-2.7255,0.2664,-10.2322,0
"1350","DEL","SJR","Abiotic Cover","salinity","Mesohaline",480,"Year",1.9216,1.0438,1.8409,0.0682
"1351","ELK","Upper","Abiotic Cover","salinity","Polyhaline",240,"Year",1.6885,1.7574,0.9608,0.3406
"1352","ELK","Lower","Abiotic Cover","salinity","Polyhaline",400,"Year",2.1328,1.426,1.4957,0.1379
"1353","GND","spalt","Abiotic Cover","salinity","Polyhaline",648,"Year",6.1831,0.696,8.8838,0
"1354","GND","juro low","Abiotic Cover","salinity","Mesohaline",840,"Year",8.2882,0.835,9.9261,0
"1355","GND","juro high","Abiotic Cover","salinity","Mesohaline",512,"Year",6.3744,1.0488,6.0776,0
"1356","GND","juro mid","Abiotic Cover","salinity","Mesohaline",960,"Year",5.4971,0.8013,6.8607,0
"1357","GND","clmaj","Abiotic Cover","salinity","Oligohaline",600,"Year",-1.62,1.1096,-1.46,0.1464
"1358","GRB","SP","Abiotic Cover","salinity","Polyhaline",1964,"Year",-0.2791,0.2902,-0.9617,0.3367
"1359","GRB","GBF","Abiotic Cover","salinity","Polyhaline",1716,"Year",0.0923,0.3688,0.2503,0.8025
"1360","GRB","BC","Abiotic Cover","salinity","Polyhaline",1316,"Year",0.9726,0.3674,2.6476,0.0085
"1361","GTM","22","Abiotic Cover","salinity","Oligohaline",1596,"Year",-0.5243,0.4727,-1.1092,0.268
"1362","GTM","0","Abiotic Cover","salinity","Oligohaline",1396,"Year",-0.0082,0.4399,-0.0186,0.9852
"1363","GTM","40","Abiotic Cover","salinity","Oligohaline",1312,"Year",-1.5523,0.4277,-3.6295,3e-04
"1364","GTM","1","Abiotic Cover","salinity","Oligohaline",1500,"Year",0.4985,0.6082,0.8196,0.413
"1365","GTM","46","Abiotic Cover","salinity","Oligohaline",1624,"Year",0.4449,0.6237,0.7134,0.476
"1366","JAC","Central Segment","Abiotic Cover","salinity","Oligohaline",1080,"Year",-1.73,0.3264,-5.3004,0
"1367","JAC","South Segment","Abiotic Cover","salinity","Oligohaline",1080,"Year",-0.5472,0.3952,-1.3845,0.1674
"1368","KAC","FR","Abiotic Cover","salinity","Mesohaline",2184,"Year",-0.9315,0.3269,-2.8497,0.0045
"1369","KAC","BS","Abiotic Cover","salinity","Oligohaline",1384,"Year",-0.9517,0.5607,-1.6974,0.0905
"1370","KAC","CP","Abiotic Cover","salinity","Mesohaline",1852,"Year",-0.2054,0.5759,-0.3567,0.7215
"1371","KAC","SC","Abiotic Cover","salinity","Mesohaline",644,"Year",-0.2938,0.5523,-0.5319,0.5955
"1372","MAR","MI-W","Abiotic Cover","salinity","Polyhaline",2192,"Year",0.2627,0.5228,0.5025,0.6155
"1373","MAR","HF1","Abiotic Cover","salinity","Polyhaline",2192,"Year",11.6628,0.4915,23.7271,0
"1374","MAR","HF2","Abiotic Cover","salinity","Polyhaline",2400,"Year",9.0587,0.5072,17.8589,0
"1375","MAR","HF3","Abiotic Cover","salinity","Polyhaline",2192,"Year",9.1453,0.5736,15.9427,0
"1376","NAR","Nag","Abiotic Cover","salinity","Polyhaline",1248,"Year",1.5333,0.2409,6.3653,0
"1377","NAR","Coggeshall","Abiotic Cover","salinity","Polyhaline",1092,"Year",1.9468,0.3146,6.1881,0
"1378","NIW","Segment A","Abiotic Cover","salinity","Polyhaline",1276,"Year",-0.866,0.4203,-2.0606,0.0402
"1379","NIW","Segment B","Abiotic Cover","salinity","Polyhaline",1352,"Year",-0.6443,0.4077,-1.5803,0.115
"1380","NOC","MI","Abiotic Cover","salinity","Polyhaline",3156,"Year",-0.9646,0.4118,-2.3423,0.0194
"1381","NOC","MM","Abiotic Cover","salinity","Polyhaline",2404,"Year",4.8921,0.3954,12.3717,0
"1382","SOS","DM","Abiotic Cover","salinity","Mesohaline",280,"Year",0,0,NA,1
"1383","SOS","MM","Abiotic Cover","salinity","Polyhaline",480,"Year",-0.1481,0.1187,-1.2476,0.2146
"1384","SOS","HC","Abiotic Cover","salinity","Mesohaline",488,"Year",0.0204,0.0113,1.8007,0.0743
"1385","SOS","VM","Abiotic Cover","salinity","Polyhaline",400,"Year",0.5124,0.3379,1.5164,0.1326
"1386","SOS","VI","Abiotic Cover","salinity","Polyhaline",240,"Year",0.0241,0.0233,1.0348,0.305
"1387","SOS","MI","Abiotic Cover","salinity","Polyhaline",240,"Year",0.354,0.2125,1.6658,0.1011
"1388","TJR","McCoy North","Abiotic Cover","salinity","Polyhaline",200,"Year",-0.3605,1.972,-0.1828,0.8557
"1389","TJR","McCoy South","Abiotic Cover","salinity","Polyhaline",960,"Year",1.59,0.7452,2.1336,0.0339
"1390","TJR","South Beach","Abiotic Cover","salinity","Polyhaline",840,"Year",0.3842,0.9055,0.4243,0.6718
"1391","TJR","V1","Abiotic Cover","salinity","Polyhaline",1080,"Year",1.3032,0.3628,3.5916,4e-04
"1392","TJR","V3","Abiotic Cover","salinity","Polyhaline",960,"Year",-0.7436,0.539,-1.3796,0.169
"1393","TJR","V4","Abiotic Cover","salinity","Polyhaline",960,"Year",-0.8342,0.3987,-2.0923,0.0375
"1394","TJR","Brazo Creek","Abiotic Cover","salinity","Polyhaline",192,"Year",-2.5517,1.9698,-1.2954,0.2016
"1395","TJR","Horse Trail","Abiotic Cover","salinity","Polyhaline",300,"Year",-0.9346,0.6614,-1.413,0.1619
"1396","TJR","Model Marsh","Abiotic Cover","salinity","Polyhaline",480,"Year",-2.3896,1.8067,-1.3226,0.1885
"1397","WEL","WB","Abiotic Cover","salinity","Polyhaline",1060,"Year",-0.1246,0.2521,-0.4943,0.6215
"1398","WQB","Section 2","Abiotic Cover","salinity","Polyhaline",1680,"Year",-0.0243,0.5248,-0.0463,0.9631
"1399","WQB","Section 1","Abiotic Cover","salinity","Polyhaline",1228,"Year",0.2457,0.6572,0.3738,0.7088
"1400","WQB","Section 3","Abiotic Cover","salinity","Polyhaline",1324,"Year",-0.1486,0.5319,-0.2793,0.7802
"1401","ACE","EIN","Live Cover","salinity","Polyhaline",568,"Year",1.0266,0.8342,1.2306,0.2205
"1402","ACE","EIS","Live Cover","salinity","Polyhaline",488,"Year",3.0081,0.8554,3.5168,6e-04
"1403","APA","PC","Live Cover","salinity","Polyhaline",1384,"Year",-1.4134,0.6792,-2.081,0.0382
"1404","CBM","MB","Live Cover","salinity","Mesohaline",640,"Year",1.9037,0.3327,5.7224,0
"1405","CBM","OPC","Live Cover","salinity","Oligohaline",1676,"Year",2.7254,0.2664,10.2315,0
"1406","DEL","SJR","Live Cover","salinity","Mesohaline",480,"Year",-1.9216,1.0438,-1.8409,0.0682
"1407","ELK","Upper","Live Cover","salinity","Polyhaline",240,"Year",-1.6885,1.7574,-0.9608,0.3407
"1408","ELK","Lower","Live Cover","salinity","Polyhaline",400,"Year",-2.1327,1.4259,-1.4957,0.138
"1409","GND","spalt","Live Cover","salinity","Polyhaline",648,"Year",-6.1831,0.696,-8.8838,0
"1410","GND","juro low","Live Cover","salinity","Mesohaline",840,"Year",-8.2882,0.835,-9.9261,0
"1411","GND","juro high","Live Cover","salinity","Mesohaline",512,"Year",-6.3744,1.0488,-6.0776,0
"1412","GND","juro mid","Live Cover","salinity","Mesohaline",960,"Year",-5.4971,0.8013,-6.8607,0
"1413","GND","clmaj","Live Cover","salinity","Oligohaline",600,"Year",1.62,1.1096,1.46,0.1464
"1414","GRB","SP","Live Cover","salinity","Polyhaline",1964,"Year",0.2792,0.2902,0.962,0.3365
"1415","GRB","GBF","Live Cover","salinity","Polyhaline",1716,"Year",-0.0922,0.3688,-0.2501,0.8026
"1416","GRB","BC","Live Cover","salinity","Polyhaline",1316,"Year",-0.9726,0.3674,-2.6475,0.0085
"1417","GTM","22","Live Cover","salinity","Oligohaline",1596,"Year",0.5243,0.4727,1.1092,0.268
"1418","GTM","0","Live Cover","salinity","Oligohaline",1396,"Year",0.0082,0.4399,0.0186,0.9852
"1419","GTM","40","Live Cover","salinity","Oligohaline",1312,"Year",1.5523,0.4277,3.6295,3e-04
"1420","GTM","1","Live Cover","salinity","Oligohaline",1500,"Year",-0.4985,0.6082,-0.8196,0.4129
"1421","GTM","46","Live Cover","salinity","Oligohaline",1624,"Year",-0.4449,0.6237,-0.7134,0.476
"1422","JAC","Central Segment","Live Cover","salinity","Oligohaline",1080,"Year",1.7301,0.3264,5.3008,0
"1423","JAC","South Segment","Live Cover","salinity","Oligohaline",1080,"Year",0.5472,0.3952,1.3846,0.1673
"1424","KAC","FR","Live Cover","salinity","Mesohaline",2184,"Year",0.9314,0.3269,2.8496,0.0045
"1425","KAC","BS","Live Cover","salinity","Oligohaline",1384,"Year",0.9516,0.5607,1.6973,0.0906
"1426","KAC","CP","Live Cover","salinity","Mesohaline",1852,"Year",0.2054,0.5759,0.3567,0.7215
"1427","KAC","SC","Live Cover","salinity","Mesohaline",644,"Year",0.2939,0.5523,0.5321,0.5954
"1428","MAR","MI-W","Live Cover","salinity","Polyhaline",2192,"Year",-0.2629,0.5228,-0.5029,0.6152
"1429","MAR","HF1","Live Cover","salinity","Polyhaline",2192,"Year",-11.6503,0.492,-23.681,0
"1430","MAR","HF2","Live Cover","salinity","Polyhaline",2400,"Year",-9.0587,0.5072,-17.8589,0
"1431","MAR","HF3","Live Cover","salinity","Polyhaline",2192,"Year",-9.1453,0.5736,-15.9427,0
"1432","NAR","Nag","Live Cover","salinity","Polyhaline",1248,"Year",-1.5334,0.2409,-6.3659,0
"1433","NAR","Coggeshall","Live Cover","salinity","Polyhaline",1092,"Year",-1.9468,0.3146,-6.1883,0
"1434","NIW","Segment A","Live Cover","salinity","Polyhaline",1276,"Year",0.8227,0.4236,1.9421,0.053
"1435","NIW","Segment B","Live Cover","salinity","Polyhaline",1352,"Year",0.6177,0.4097,1.5077,0.1326
"1436","NOC","MI","Live Cover","salinity","Polyhaline",3156,"Year",0.9645,0.4118,2.3422,0.0194
"1437","NOC","MM","Live Cover","salinity","Polyhaline",2404,"Year",-4.892,0.3954,-12.3714,0
"1438","SOS","DM","Live Cover","salinity","Mesohaline",280,"Year",-4e-04,3e-04,-1.6613,0.1012
"1439","SOS","MM","Live Cover","salinity","Polyhaline",480,"Year",0.1484,0.1187,1.2497,0.2139
"1440","SOS","HC","Live Cover","salinity","Mesohaline",488,"Year",-0.0206,0.0113,-1.8215,0.071
"1441","SOS","VM","Live Cover","salinity","Polyhaline",400,"Year",-0.5127,0.3379,-1.5174,0.1324
"1442","SOS","VI","Live Cover","salinity","Polyhaline",240,"Year",-0.0243,0.0233,-1.0434,0.3011
"1443","SOS","MI","Live Cover","salinity","Polyhaline",240,"Year",-0.3545,0.2125,-1.6678,0.1007
"1444","TJR","McCoy North","Live Cover","salinity","Polyhaline",200,"Year",0.3606,1.9721,0.1829,0.8557
"1445","TJR","McCoy South","Live Cover","salinity","Polyhaline",960,"Year",-1.59,0.7452,-2.1336,0.0339
"1446","TJR","South Beach","Live Cover","salinity","Polyhaline",840,"Year",-0.3841,0.9055,-0.4242,0.6719
"1447","TJR","V1","Live Cover","salinity","Polyhaline",1080,"Year",-1.3031,0.3628,-3.5914,4e-04
"1448","TJR","V3","Live Cover","salinity","Polyhaline",960,"Year",0.7436,0.539,1.3796,0.169
"1449","TJR","V4","Live Cover","salinity","Polyhaline",960,"Year",0.834,0.3987,2.0918,0.0375
"1450","TJR","Brazo Creek","Live Cover","salinity","Polyhaline",192,"Year",2.5509,1.9699,1.2949,0.2018
"1451","TJR","Horse Trail","Live Cover","salinity","Polyhaline",300,"Year",0.9346,0.6614,1.413,0.1619
"1452","TJR","Model Marsh","Live Cover","salinity","Polyhaline",480,"Year",2.3895,1.8067,1.3226,0.1885
"1453","WEL","WB","Live Cover","salinity","Polyhaline",1060,"Year",0.1245,0.2521,0.4939,0.6218
"1454","WQB","Section 2","Live Cover","salinity","Polyhaline",1680,"Year",0.0245,0.5248,0.0467,0.9628
"1455","WQB","Section 1","Live Cover","salinity","Polyhaline",1228,"Year",-0.2454,0.6572,-0.3734,0.7091
"1456","WQB","Section 3","Live Cover","salinity","Polyhaline",1324,"Year",0.1489,0.5319,0.28,0.7796
"1457","ACE","EIN","Halophyte Cover","salinity","Polyhaline",568,"Year",1.0266,0.8342,1.2306,0.2205
"1458","ACE","EIS","Halophyte Cover","salinity","Polyhaline",488,"Year",3.0081,0.8554,3.5168,6e-04
"1459","APA","PC","Halophyte Cover","salinity","Polyhaline",1384,"Year",-0.4504,0.8327,-0.5409,0.5889
"1460","CBM","MB","Halophyte Cover","salinity","Mesohaline",640,"Year",1.308,0.3438,3.8043,2e-04
"1461","CBM","OPC","Halophyte Cover","salinity","Oligohaline",1676,"Year",0,0,NA,1
"1462","DEL","SJR","Halophyte Cover","salinity","Mesohaline",480,"Year",-0.7739,1.4006,-0.5526,0.5816
"1463","ELK","Upper","Halophyte Cover","salinity","Polyhaline",240,"Year",0.4192,0.6581,0.6369,0.5267
"1464","ELK","Lower","Halophyte Cover","salinity","Polyhaline",400,"Year",0,0,NA,1
"1465","GND","spalt","Halophyte Cover","salinity","Polyhaline",648,"Year",0,0,NA,1
"1466","GND","juro low","Halophyte Cover","salinity","Mesohaline",840,"Year",0,0,NA,1
"1467","GND","juro high","Halophyte Cover","salinity","Mesohaline",512,"Year",-0.0255,0.0778,-0.3284,0.7432
"1468","GND","juro mid","Halophyte Cover","salinity","Mesohaline",960,"Year",0.0975,0.0361,2.7017,0.0074
"1469","GND","clmaj","Halophyte Cover","salinity","Oligohaline",600,"Year",0,0,NA,1
"1470","GRB","SP","Halophyte Cover","salinity","Polyhaline",1964,"Year",-0.1188,0.4102,-0.2895,0.7723
"1471","GRB","GBF","Halophyte Cover","salinity","Polyhaline",1716,"Year",0.0767,0.4622,0.1659,0.8684
"1472","GRB","BC","Halophyte Cover","salinity","Polyhaline",1316,"Year",-0.44,0.4444,-0.9902,0.3228
"1473","GTM","22","Halophyte Cover","salinity","Oligohaline",1596,"Year",0.5243,0.4727,1.1092,0.268
"1474","GTM","0","Halophyte Cover","salinity","Oligohaline",1396,"Year",0.0082,0.4399,0.0186,0.9852
"1475","GTM","40","Halophyte Cover","salinity","Oligohaline",1312,"Year",1.5523,0.4277,3.6295,3e-04
"1476","GTM","1","Halophyte Cover","salinity","Oligohaline",1500,"Year",-0.4985,0.6082,-0.8196,0.4129
"1477","GTM","46","Halophyte Cover","salinity","Oligohaline",1624,"Year",-2.2472,0.3382,-6.6452,0
"1478","JAC","Central Segment","Halophyte Cover","salinity","Oligohaline",1080,"Year",1.7301,0.3264,5.3008,0
"1479","JAC","South Segment","Halophyte Cover","salinity","Oligohaline",1080,"Year",0.5472,0.3952,1.3846,0.1673
"1480","KAC","FR","Halophyte Cover","salinity","Mesohaline",2184,"Year",0.6127,0.2949,2.0779,0.0382
"1481","KAC","BS","Halophyte Cover","salinity","Oligohaline",1384,"Year",1.1423,0.5608,2.037,0.0424
"1482","KAC","CP","Halophyte Cover","salinity","Mesohaline",1852,"Year",0.4092,0.5704,0.7174,0.4735
"1483","KAC","SC","Halophyte Cover","salinity","Mesohaline",644,"Year",0.8126,0.6725,1.2085,0.2287
"1484","MAR","MI-W","Halophyte Cover","salinity","Polyhaline",2192,"Year",-0.2702,0.5236,-0.5159,0.6061
"1485","MAR","HF1","Halophyte Cover","salinity","Polyhaline",2192,"Year",-11.6902,0.4906,-23.8281,0
"1486","MAR","HF2","Halophyte Cover","salinity","Polyhaline",2400,"Year",-9.2515,0.506,-18.2834,0
"1487","MAR","HF3","Halophyte Cover","salinity","Polyhaline",2192,"Year",-9.2302,0.5717,-16.1455,0
"1488","NAR","Nag","Halophyte Cover","salinity","Polyhaline",1248,"Year",-1.454,0.2409,-6.0367,0
"1489","NAR","Coggeshall","Halophyte Cover","salinity","Polyhaline",1092,"Year",-2.022,0.3119,-6.4826,0
"1490","NIW","Segment A","Halophyte Cover","salinity","Polyhaline",1276,"Year",0.9552,0.4251,2.2471,0.0253
"1491","NIW","Segment B","Halophyte Cover","salinity","Polyhaline",1352,"Year",0.872,0.4066,2.1444,0.0327
"1492","NOC","MI","Halophyte Cover","salinity","Polyhaline",3156,"Year",0.9645,0.4118,2.3422,0.0194
"1493","NOC","MM","Halophyte Cover","salinity","Polyhaline",2404,"Year",-4.9886,0.397,-12.5654,0
