"","Reserve","SiteID","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"1347","SOS","HC","Shannon-Weiner Diversity",122,"(Intercept)",-14.0193,23.8056,-0.5889,0.557
"1348","SOS","HC","Shannon-Weiner Diversity",122,"Year",0.0077,0.0118,0.6549,0.5138
"1349","SOS","HC","Shannon-Weiner Diversity",122,"Vegetation_ZoneMid",-42.1539,27.0088,-1.5607,0.1213
"1350","SOS","HC","Shannon-Weiner Diversity",122,"Year:Vegetation_ZoneMid",0.021,0.0134,1.5683,0.1195
"1351","SOS","VM","Shannon-Weiner Diversity",100,"(Intercept)",-57.5806,29.5795,-1.9466,0.0545
"1352","SOS","VM","Shannon-Weiner Diversity",100,"Year",0.0289,0.0147,1.9731,0.0514
"1353","SOS","VM","Shannon-Weiner Diversity",100,"Vegetation_ZoneMid",21.0758,46.7692,0.4506,0.6533
"1354","SOS","VM","Shannon-Weiner Diversity",100,"Year:Vegetation_ZoneMid",-0.01,0.0232,-0.4314,0.6672
"1355","SOS","VI","Shannon-Weiner Diversity",60,"(Intercept)",-47.7632,22.1539,-2.156,0.0354
"1356","SOS","VI","Shannon-Weiner Diversity",60,"Year",0.0242,0.011,2.2055,0.0315
"1357","SOS","VI","Shannon-Weiner Diversity",60,"Vegetation_ZoneMid",73.4763,70.0569,1.0488,0.2988
"1358","SOS","VI","Shannon-Weiner Diversity",60,"Year:Vegetation_ZoneMid",-0.0363,0.0348,-1.0436,0.3012
"1359","TJR","McCoy North","Shannon-Weiner Diversity",50,"(Intercept)",37.1771,37.8476,0.9823,0.3311
"1360","TJR","McCoy North","Shannon-Weiner Diversity",50,"Year",-0.0182,0.0188,-0.9687,0.3378
"1361","TJR","McCoy North","Shannon-Weiner Diversity",50,"Vegetation_ZoneUp",-54.9765,84.6297,-0.6496,0.5192
"1362","TJR","McCoy North","Shannon-Weiner Diversity",50,"Year:Vegetation_ZoneUp",0.027,0.042,0.6437,0.5229
"1363","TJR","McCoy South","Shannon-Weiner Diversity",240,"(Intercept)",-3.7063,26.3544,-0.1406,0.8883
"1364","TJR","McCoy South","Shannon-Weiner Diversity",240,"Year",0.002,0.0131,0.1493,0.8815
"1365","TJR","McCoy South","Shannon-Weiner Diversity",240,"Vegetation_ZoneMid",55.4874,34.0234,1.6309,0.1043
"1366","TJR","McCoy South","Shannon-Weiner Diversity",240,"Vegetation_ZoneUp",56.0791,34.0234,1.6482,0.1006
"1367","TJR","McCoy South","Shannon-Weiner Diversity",240,"Year:Vegetation_ZoneMid",-0.0272,0.0169,-1.6143,0.1078
"1368","TJR","McCoy South","Shannon-Weiner Diversity",240,"Year:Vegetation_ZoneUp",-0.0277,0.0169,-1.6426,0.1018
"1369","TJR","South Beach","Shannon-Weiner Diversity",210,"(Intercept)",5.6193,18.6719,0.3009,0.7638
"1370","TJR","South Beach","Shannon-Weiner Diversity",210,"Year",-0.0026,0.0093,-0.2852,0.7758
"1371","TJR","South Beach","Shannon-Weiner Diversity",210,"Vegetation_ZoneUp",-22.1436,49.4013,-0.4482,0.6545
"1372","TJR","South Beach","Shannon-Weiner Diversity",210,"Year:Vegetation_ZoneUp",0.011,0.0245,0.447,0.6553
"1373","TJR","V1","Shannon-Weiner Diversity",270,"(Intercept)",0,46.2307,0,1
"1374","TJR","V1","Shannon-Weiner Diversity",270,"Year",0,0.0229,0,1
"1375","TJR","V1","Shannon-Weiner Diversity",270,"Vegetation_ZoneMid",2.7213,51.6875,0.0526,0.9581
"1376","TJR","V1","Shannon-Weiner Diversity",270,"Vegetation_ZoneUp",-9.6926,57.9533,-0.1672,0.8673
"1377","TJR","V1","Shannon-Weiner Diversity",270,"Year:Vegetation_ZoneMid",-0.0012,0.0256,-0.0458,0.9635
"1378","TJR","V1","Shannon-Weiner Diversity",270,"Year:Vegetation_ZoneUp",0.005,0.0287,0.1756,0.8607
"1379","TJR","V4","Shannon-Weiner Diversity",240,"(Intercept)",50.9416,68.3203,0.7456,0.4566
"1380","TJR","V4","Shannon-Weiner Diversity",240,"Year",-0.0249,0.0339,-0.7363,0.4623
"1381","TJR","V4","Shannon-Weiner Diversity",240,"Vegetation_ZoneMid",-15.5825,69.7897,-0.2233,0.8235
"1382","TJR","V4","Shannon-Weiner Diversity",240,"Year:Vegetation_ZoneMid",0.0078,0.0346,0.2253,0.822
"1383","TJR","Brazo Creek","Shannon-Weiner Diversity",48,"(Intercept)",-152.7643,97.4774,-1.5672,0.1242
"1384","TJR","Brazo Creek","Shannon-Weiner Diversity",48,"Year",0.0758,0.0483,1.5703,0.1235
"1385","TJR","Brazo Creek","Shannon-Weiner Diversity",48,"Vegetation_ZoneUp",92.3819,238.77,0.3869,0.7007
"1386","TJR","Brazo Creek","Shannon-Weiner Diversity",48,"Year:Vegetation_ZoneUp",-0.0457,0.1183,-0.3865,0.701
"1387","TJR","Model Marsh","Shannon-Weiner Diversity",120,"(Intercept)",-73.8434,119.9877,-0.6154,0.5395
"1388","TJR","Model Marsh","Shannon-Weiner Diversity",120,"Year",0.0367,0.0594,0.6178,0.5379
"1389","TJR","Model Marsh","Shannon-Weiner Diversity",120,"Vegetation_ZoneMid",96.6006,128.2723,0.7531,0.4529
"1390","TJR","Model Marsh","Shannon-Weiner Diversity",120,"Year:Vegetation_ZoneMid",-0.0478,0.0635,-0.7525,0.4532
"1391","WEL","WB","Shannon-Weiner Diversity",265,"(Intercept)",42.2951,26.5018,1.5959,0.1117
"1392","WEL","WB","Shannon-Weiner Diversity",265,"Year",-0.0207,0.0132,-1.5702,0.1176
"1393","WEL","WB","Shannon-Weiner Diversity",265,"Vegetation_ZoneMid",-25.0289,30.6017,-0.8179,0.4142
"1394","WEL","WB","Shannon-Weiner Diversity",265,"Vegetation_ZoneUp",-86.9178,37.4792,-2.3191,0.0212
"1395","WEL","WB","Shannon-Weiner Diversity",265,"Year:Vegetation_ZoneMid",0.0124,0.0152,0.817,0.4147
"1396","WEL","WB","Shannon-Weiner Diversity",265,"Year:Vegetation_ZoneUp",0.0432,0.0186,2.3222,0.021
"1397","WQB","Section 2","Shannon-Weiner Diversity",420,"(Intercept)",17.2097,17.3809,0.9901,0.3227
"1398","WQB","Section 2","Shannon-Weiner Diversity",420,"Year",-0.0084,0.0086,-0.9764,0.3294
"1399","WQB","Section 2","Shannon-Weiner Diversity",420,"Vegetation_ZoneMid",45.5641,25.7469,1.7697,0.0775
"1400","WQB","Section 2","Shannon-Weiner Diversity",420,"Vegetation_ZoneUp",135.1894,55.8205,2.4219,0.0159
"1401","WQB","Section 2","Shannon-Weiner Diversity",420,"Year:Vegetation_ZoneMid",-0.0223,0.0128,-1.744,0.0819
"1402","WQB","Section 2","Shannon-Weiner Diversity",420,"Year:Vegetation_ZoneUp",-0.0666,0.0277,-2.4054,0.0166
"1403","WQB","Section 1","Shannon-Weiner Diversity",307,"(Intercept)",-44.1521,14.3595,-3.0748,0.0023
"1404","WQB","Section 1","Shannon-Weiner Diversity",307,"Year",0.022,0.0071,3.0869,0.0022
"1405","WQB","Section 1","Shannon-Weiner Diversity",307,"Vegetation_ZoneMid",96.129,36.3329,2.6458,0.0086
"1406","WQB","Section 1","Shannon-Weiner Diversity",307,"Vegetation_ZoneUp",-0.6896,58.7552,-0.0117,0.9906
"1407","WQB","Section 1","Shannon-Weiner Diversity",307,"Year:Vegetation_ZoneMid",-0.0473,0.018,-2.6231,0.0092
"1408","WQB","Section 1","Shannon-Weiner Diversity",307,"Year:Vegetation_ZoneUp",9e-04,0.0291,0.0308,0.9755
"1409","WQB","Section 3","Shannon-Weiner Diversity",331,"(Intercept)",-38.7023,31.0799,-1.2452,0.2139
"1410","WQB","Section 3","Shannon-Weiner Diversity",331,"Year",0.0194,0.0154,1.257,0.2097
"1411","WQB","Section 3","Shannon-Weiner Diversity",331,"Vegetation_ZoneMid",57.7068,37.1644,1.5527,0.1215
"1412","WQB","Section 3","Shannon-Weiner Diversity",331,"Vegetation_ZoneUp",94.0053,50.8307,1.8494,0.0653
"1413","WQB","Section 3","Shannon-Weiner Diversity",331,"Year:Vegetation_ZoneMid",-0.0285,0.0184,-1.543,0.1238
"1414","WQB","Section 3","Shannon-Weiner Diversity",331,"Year:Vegetation_ZoneUp",-0.0462,0.0252,-1.8304,0.0681
"1415","ACE","EIN","Salt Ratio",142,"(Intercept)",30.645,29.7347,1.0306,0.3045
"1416","ACE","EIN","Salt Ratio",142,"Year",-0.0147,0.0148,-0.9979,0.3201
"1417","ACE","EIN","Salt Ratio",142,"Vegetation_ZoneMid",-60.5677,34.2367,-1.7691,0.0791
"1418","ACE","EIN","Salt Ratio",142,"Year:Vegetation_ZoneMid",0.03,0.017,1.768,0.0793
"1419","ACE","EIS","Salt Ratio",122,"(Intercept)",237.8588,110.3415,2.1557,0.0331
"1420","ACE","EIS","Salt Ratio",122,"Year",-0.1176,0.0548,-2.1484,0.0337
"1421","ACE","EIS","Salt Ratio",122,"Vegetation_ZoneMid",-292.9316,112.6372,-2.6007,0.0105
"1422","ACE","EIS","Salt Ratio",122,"Year:Vegetation_ZoneMid",0.1454,0.0559,2.6013,0.0105
"1423","APA","PC","Salt Ratio",346,"(Intercept)",-34.6983,14.4198,-2.4063,0.0166
"1424","APA","PC","Salt Ratio",346,"Year",0.0177,0.0071,2.4706,0.014
"1425","APA","PC","Salt Ratio",346,"Vegetation_ZoneMid",37.847,18.7672,2.0167,0.0445
"1426","APA","PC","Salt Ratio",346,"Vegetation_ZoneUp",35.6983,48.7043,0.733,0.4641
"1427","APA","PC","Salt Ratio",346,"Year:Vegetation_ZoneMid",-0.0187,0.0093,-2.014,0.0448
"1428","APA","PC","Salt Ratio",346,"Year:Vegetation_ZoneUp",-0.0177,0.0241,-0.7315,0.465
"1429","CBM","MB","Salt Ratio",160,"(Intercept)",1.477,0.2408,6.1334,0
"1430","CBM","MB","Salt Ratio",160,"Year",-2e-04,1e-04,-1.9846,0.0489
"1431","CBM","MB","Salt Ratio",160,"Vegetation_ZoneMid",-0.4026,0.4847,-0.8305,0.4075
"1432","CBM","MB","Salt Ratio",160,"Year:Vegetation_ZoneMid",2e-04,2e-04,0.8316,0.4069
"1433","CBM","OPC","Salt Ratio",419,"(Intercept)",-3.1305,4.4541,-0.7028,0.4826
"1434","CBM","OPC","Salt Ratio",419,"Year",0.0016,0.0022,0.706,0.4806
"1435","CBM","OPC","Salt Ratio",419,"Vegetation_ZoneMid",-2.4568,5.6179,-0.4373,0.6621
"1436","CBM","OPC","Salt Ratio",419,"Year:Vegetation_ZoneMid",0.0012,0.0028,0.4419,0.6588
"1437","DEL","SJR","Salt Ratio",120,"(Intercept)",1,0,5266552811688.4,0
"1438","DEL","SJR","Salt Ratio",120,"Year",0,0,1.8509,0.0668
"1439","DEL","SJR","Salt Ratio",120,"Vegetation_ZoneMid",0,0,1.1271,0.2621
"1440","DEL","SJR","Salt Ratio",120,"Vegetation_ZoneUp",-1,0,-1755517603908.17,0
"1441","DEL","SJR","Salt Ratio",120,"Year:Vegetation_ZoneMid",0,0,-1.1244,0.2632
"1442","DEL","SJR","Salt Ratio",120,"Year:Vegetation_ZoneUp",0,0,10.7621,0
"1443","ELK","Upper","Salt Ratio",60,"(Intercept)",0,8.1769,0,1
"1444","ELK","Upper","Salt Ratio",60,"Year",0,0.0041,0,1
"1445","ELK","Upper","Salt Ratio",60,"Vegetation_ZoneMid",0,20.0291,0,1
"1446","ELK","Upper","Salt Ratio",60,"Vegetation_ZoneUp",-167.3938,23.8394,-7.0217,0
"1447","ELK","Upper","Salt Ratio",60,"Year:Vegetation_ZoneMid",0,0.0099,0,1
"1448","ELK","Upper","Salt Ratio",60,"Year:Vegetation_ZoneUp",0.0831,0.0118,7.0346,0
"1449","ELK","Lower","Salt Ratio",100,"(Intercept)",0,0,NA,1
"1450","ELK","Lower","Salt Ratio",100,"Year",0,0,NA,1
"1451","ELK","Lower","Salt Ratio",100,"Vegetation_ZoneMid",0,0,NA,1
"1452","ELK","Lower","Salt Ratio",100,"Vegetation_ZoneUp",0,0,NA,1
"1453","ELK","Lower","Salt Ratio",100,"Year:Vegetation_ZoneMid",0,0,NA,1
"1454","ELK","Lower","Salt Ratio",100,"Year:Vegetation_ZoneUp",0,0,NA,1
"1455","GND","spalt","Salt Ratio",162,"(Intercept)",-47.9991,35.3112,-1.3593,0.176
"1456","GND","spalt","Salt Ratio",162,"Year",0.0239,0.0175,1.3668,0.1736
"1457","GND","spalt","Salt Ratio",162,"Vegetation_ZoneMid",75.7441,55.3221,1.3691,0.1729
"1458","GND","spalt","Salt Ratio",162,"Year:Vegetation_ZoneMid",-0.0372,0.0274,-1.3582,0.1763
"1459","GND","juro low","Salt Ratio",210,"(Intercept)",151.4496,57.6554,2.6268,0.0093
"1460","GND","juro low","Salt Ratio",210,"Year",-0.0748,0.0286,-2.6169,0.0095
"1461","GND","juro low","Salt Ratio",210,"Vegetation_ZoneMid",-132.9861,63.3395,-2.0996,0.037
"1462","GND","juro low","Salt Ratio",210,"Year:Vegetation_ZoneMid",0.0661,0.0314,2.1046,0.0365
"1463","GND","juro high","Salt Ratio",128,"(Intercept)",15.6145,82.7722,0.1886,0.8507
"1464","GND","juro high","Salt Ratio",128,"Year",-0.0073,0.041,-0.1767,0.86
"1465","GND","juro high","Salt Ratio",128,"Vegetation_ZoneMid",19.9241,87.0135,0.229,0.8193
"1466","GND","juro high","Salt Ratio",128,"Year:Vegetation_ZoneMid",-0.0099,0.0431,-0.2304,0.8182
"1467","GND","juro mid","Salt Ratio",240,"(Intercept)",-322.5331,50.4133,-6.3978,0
"1468","GND","juro mid","Salt Ratio",240,"Year",0.1602,0.025,6.412,0
"1469","GND","juro mid","Salt Ratio",240,"Vegetation_ZoneMid",354.3023,52.5904,6.737,0
"1470","GND","juro mid","Salt Ratio",240,"Vegetation_ZoneUp",344.0561,71.2951,4.8258,0
"1471","GND","juro mid","Salt Ratio",240,"Year:Vegetation_ZoneMid",-0.1755,0.0261,-6.7325,0
"1472","GND","juro mid","Salt Ratio",240,"Year:Vegetation_ZoneUp",-0.1707,0.0353,-4.8314,0
"1473","GRB","SP","Salt Ratio",491,"(Intercept)",1.0543,8.8997,0.1185,0.9057
"1474","GRB","SP","Salt Ratio",491,"Year",0,0.0044,-0.0061,0.9951
"1475","GRB","SP","Salt Ratio",491,"Vegetation_ZoneMid",-1.8263,9.675,-0.1888,0.8504
"1476","GRB","SP","Salt Ratio",491,"Vegetation_ZoneUp",-28.8433,13.0728,-2.2064,0.0278
"1477","GRB","SP","Salt Ratio",491,"Year:Vegetation_ZoneMid",9e-04,0.0048,0.1873,0.8515
"1478","GRB","SP","Salt Ratio",491,"Year:Vegetation_ZoneUp",0.014,0.0065,2.1672,0.0307
"1479","GRB","GBF","Salt Ratio",429,"(Intercept)",-13.6436,15.7714,-0.8651,0.3875
"1480","GRB","GBF","Salt Ratio",429,"Year",0.0072,0.0078,0.9205,0.3579
"1481","GRB","GBF","Salt Ratio",429,"Vegetation_ZoneMid",11.3852,17.436,0.653,0.5141
"1482","GRB","GBF","Salt Ratio",429,"Vegetation_ZoneUp",12.0681,22.3041,0.5411,0.5887
"1483","GRB","GBF","Salt Ratio",429,"Year:Vegetation_ZoneMid",-0.0056,0.0086,-0.6482,0.5172
"1484","GRB","GBF","Salt Ratio",429,"Year:Vegetation_ZoneUp",-0.0063,0.0111,-0.5679,0.5704
"1485","GRB","BC","Salt Ratio",329,"(Intercept)",3.4908,8.6061,0.4056,0.6853
"1486","GRB","BC","Salt Ratio",329,"Year",-0.0012,0.0043,-0.2916,0.7708
"1487","GRB","BC","Salt Ratio",329,"Vegetation_ZoneMid",-3.3961,11.2071,-0.303,0.7621
"1488","GRB","BC","Salt Ratio",329,"Vegetation_ZoneUp",-24.9761,13.9395,-1.7918,0.0741
"1489","GRB","BC","Salt Ratio",329,"Year:Vegetation_ZoneMid",0.0017,0.0056,0.3044,0.761
"1490","GRB","BC","Salt Ratio",329,"Year:Vegetation_ZoneUp",0.0122,0.0069,1.7659,0.0784
"1491","GTM","46","Salt Ratio",406,"(Intercept)",49.4358,10.2772,4.8102,0
"1492","GTM","46","Salt Ratio",406,"Year",-0.0241,0.0051,-4.7189,0
"1493","GTM","46","Salt Ratio",406,"Vegetation_ZoneMid",-0.4982,0.144,-3.4594,6e-04
"1494","GTM","46","Salt Ratio",406,"Vegetation_ZoneUp",-0.4475,0.0681,-6.5693,0
"1495","KAC","FR","Salt Ratio",546,"(Intercept)",0.799,8.8346,0.0904,0.928
"1496","KAC","FR","Salt Ratio",546,"Year",1e-04,0.0044,0.0169,0.9865
"1497","KAC","FR","Salt Ratio",546,"Vegetation_ZoneMid",8.6022,9.9601,0.8637,0.3882
"1498","KAC","FR","Salt Ratio",546,"Vegetation_ZoneUp",33.0006,23.8548,1.3834,0.1671
"1499","KAC","FR","Salt Ratio",546,"Year:Vegetation_ZoneMid",-0.0043,0.0049,-0.8626,0.3887
"1500","KAC","FR","Salt Ratio",546,"Year:Vegetation_ZoneUp",-0.0166,0.0118,-1.4049,0.1606
"1501","KAC","BS","Salt Ratio",346,"(Intercept)",-11.2607,6.3113,-1.7842,0.0753
"1502","KAC","BS","Salt Ratio",346,"Year",0.0061,0.0031,1.9353,0.0538
"1503","KAC","BS","Salt Ratio",346,"Vegetation_ZoneMid",91.4048,33.206,2.7527,0.0062
"1504","KAC","BS","Salt Ratio",346,"Vegetation_ZoneUp",11.2607,33.206,0.3391,0.7347
"1505","KAC","BS","Salt Ratio",346,"Year:Vegetation_ZoneMid",-0.0454,0.0165,-2.7551,0.0062
"1506","KAC","BS","Salt Ratio",346,"Year:Vegetation_ZoneUp",-0.0061,0.0165,-0.3678,0.7132
"1507","KAC","CP","Salt Ratio",463,"(Intercept)",14.623,11.5416,1.267,0.2058
"1508","KAC","CP","Salt Ratio",463,"Year",-0.0068,0.0057,-1.1896,0.2348
"1509","KAC","CP","Salt Ratio",463,"Vegetation_ZoneMid",-20.3078,14.0221,-1.4483,0.1482
"1510","KAC","CP","Salt Ratio",463,"Year:Vegetation_ZoneMid",0.0101,0.007,1.4521,0.1472
"1511","KAC","SC","Salt Ratio",161,"(Intercept)",-6.5828,11.7759,-0.559,0.577
"1512","KAC","SC","Salt Ratio",161,"Year",0.0037,0.0058,0.6376,0.5246
"1513","KAC","SC","Salt Ratio",161,"Vegetation_ZoneMid",-0.561,16.8108,-0.0334,0.9734
"1514","KAC","SC","Salt Ratio",161,"Year:Vegetation_ZoneMid",3e-04,0.0083,0.0358,0.9715
"1515","NAR","Nag","Salt Ratio",312,"(Intercept)",1,0.1815,5.5092,0
"1516","NAR","Nag","Salt Ratio",312,"Year",0,1e-04,0,1
"1517","NAR","Nag","Salt Ratio",312,"Vegetation_ZoneMid",-0.0194,0.208,-0.0932,0.9258
"1518","NAR","Nag","Salt Ratio",312,"Vegetation_ZoneUp",-1.1201,0.2964,-3.7787,2e-04
"1519","NAR","Nag","Salt Ratio",312,"Year:Vegetation_ZoneMid",0,1e-04,0.0931,0.9259
"1520","NAR","Nag","Salt Ratio",312,"Year:Vegetation_ZoneUp",6e-04,1e-04,3.7635,2e-04
"1521","NAR","Coggeshall","Salt Ratio",273,"(Intercept)",1,0,3992911221255.3,0
"1522","NAR","Coggeshall","Salt Ratio",273,"Year",0,0,0,1
"1523","NAR","Coggeshall","Salt Ratio",273,"Vegetation_ZoneMid",0,0,1.3854,0.1671
"1524","NAR","Coggeshall","Salt Ratio",273,"Vegetation_ZoneUp",0,0,0,1
"1525","NAR","Coggeshall","Salt Ratio",273,"Year:Vegetation_ZoneMid",0,0,-1.3838,0.1676
"1526","NAR","Coggeshall","Salt Ratio",273,"Year:Vegetation_ZoneUp",0,0,0,1
"1527","NIW","Segment A","Salt Ratio",319,"(Intercept)",-6.5393,10.3234,-0.6334,0.5269
"1528","NIW","Segment A","Salt Ratio",319,"Year",0.0037,0.0051,0.7203,0.4719
"1529","NIW","Segment A","Salt Ratio",319,"Vegetation_ZoneMid",11.4634,15.5558,0.7369,0.4617
"1530","NIW","Segment A","Salt Ratio",319,"Vegetation_ZoneUp",61.8718,30.7074,2.0149,0.0448
"1531","NIW","Segment A","Salt Ratio",319,"Year:Vegetation_ZoneMid",-0.0057,0.0077,-0.7371,0.4616
"1532","NIW","Segment A","Salt Ratio",319,"Year:Vegetation_ZoneUp",-0.0307,0.0152,-2.0163,0.0446
"1533","NIW","Segment B","Salt Ratio",338,"(Intercept)",6.5624,7.9528,0.8252,0.4099
"1534","NIW","Segment B","Salt Ratio",338,"Year",-0.0028,0.0039,-0.711,0.4776
"1535","NIW","Segment B","Salt Ratio",338,"Vegetation_ZoneMid",6.9534,16.555,0.42,0.6747
"1536","NIW","Segment B","Salt Ratio",338,"Year:Vegetation_ZoneMid",-0.0035,0.0082,-0.4199,0.6748
"1537","NOC","MI","Salt Ratio",789,"(Intercept)",37.0093,8.2641,4.4783,0
"1538","NOC","MI","Salt Ratio",789,"Year",-0.018,0.0041,-4.3758,0
"1539","NOC","MI","Salt Ratio",789,"Vegetation_ZoneMid",-36.0093,22.4134,-1.6066,0.1085
"1540","NOC","MI","Salt Ratio",789,"Year:Vegetation_ZoneMid",0.018,0.0111,1.6134,0.1071
"1541","SOS","DM","Salt Ratio",70,"(Intercept)",-8.4814,5.6148,-1.5105,0.1357
"1542","SOS","DM","Salt Ratio",70,"Year",0.0047,0.0028,1.6841,0.0969
"1543","SOS","DM","Salt Ratio",70,"Vegetation_ZoneMid",12.3171,6.5534,1.8795,0.0646
"1544","SOS","DM","Salt Ratio",70,"Year:Vegetation_ZoneMid",-0.0061,0.0033,-1.8769,0.065
"1545","SOS","MM","Salt Ratio",120,"(Intercept)",1,0.0711,14.0679,0
"1546","SOS","MM","Salt Ratio",120,"Year",0,0,0,1
"1547","SOS","MM","Salt Ratio",120,"Vegetation_ZoneMid",-0.0053,0.1005,-0.0527,0.9581
"1548","SOS","MM","Salt Ratio",120,"Year:Vegetation_ZoneMid",0,0,0.0511,0.9594
"1549","SOS","HC","Salt Ratio",122,"(Intercept)",1,5.0992,0.1961,0.8449
"1550","SOS","HC","Salt Ratio",122,"Year",0,0.0025,0,1
"1551","SOS","HC","Salt Ratio",122,"Vegetation_ZoneMid",4.5367,5.7853,0.7842,0.4345
"1552","SOS","HC","Salt Ratio",122,"Year:Vegetation_ZoneMid",-0.0023,0.0029,-0.7873,0.4327
"1553","SOS","VM","Salt Ratio",100,"(Intercept)",1,0.4889,2.0454,0.0435
"1554","SOS","VM","Salt Ratio",100,"Year",0,2e-04,0,1
"1555","SOS","VM","Salt Ratio",100,"Vegetation_ZoneMid",0.2136,0.773,0.2763,0.7829
"1556","SOS","VM","Salt Ratio",100,"Year:Vegetation_ZoneMid",-1e-04,4e-04,-0.2806,0.7796
"1557","SOS","VI","Salt Ratio",60,"(Intercept)",1.0453,0.1394,7.4987,0
"1558","SOS","VI","Salt Ratio",60,"Year",0,1e-04,-0.3274,0.7446
"1559","SOS","VI","Salt Ratio",60,"Vegetation_ZoneMid",-0.0453,0.4408,-0.1029,0.9184
"1560","SOS","VI","Salt Ratio",60,"Year:Vegetation_ZoneMid",0,2e-04,0.1035,0.9179
"1561","TJR","McCoy North","Salt Ratio",50,"(Intercept)",0.78,14.2668,0.0547,0.9566
"1562","TJR","McCoy North","Salt Ratio",50,"Year",1e-04,0.0071,0.0153,0.9879
"1563","TJR","McCoy North","Salt Ratio",50,"Vegetation_ZoneUp",-252.9347,31.9016,-7.9286,0
"1564","TJR","McCoy North","Salt Ratio",50,"Year:Vegetation_ZoneUp",0.1251,0.0158,7.9066,0
"1565","TJR","McCoy South","Salt Ratio",240,"(Intercept)",1,25.8176,0.0387,0.9691
"1566","TJR","McCoy South","Salt Ratio",240,"Year",0,0.0128,0,1
"1567","TJR","McCoy South","Salt Ratio",240,"Vegetation_ZoneMid",16.2586,33.3304,0.4878,0.6261
"1568","TJR","McCoy South","Salt Ratio",240,"Vegetation_ZoneUp",-12.4104,33.3304,-0.3723,0.71
"1569","TJR","McCoy South","Salt Ratio",240,"Year:Vegetation_ZoneMid",-0.0081,0.0165,-0.4896,0.6249
"1570","TJR","McCoy South","Salt Ratio",240,"Year:Vegetation_ZoneUp",0.0059,0.0165,0.3549,0.723
"1571","TJR","South Beach","Salt Ratio",210,"(Intercept)",-0.965,17.6847,-0.0546,0.9565
"1572","TJR","South Beach","Salt Ratio",210,"Year",9e-04,0.0088,0.1005,0.9201
"1573","TJR","South Beach","Salt Ratio",210,"Vegetation_ZoneUp",1.965,46.7892,0.042,0.9665
"1574","TJR","South Beach","Salt Ratio",210,"Year:Vegetation_ZoneUp",-9e-04,0.0232,-0.038,0.9697
"1575","TJR","V1","Salt Ratio",270,"(Intercept)",1,0.1481,6.7504,0
"1576","TJR","V1","Salt Ratio",270,"Year",0,1e-04,0,1
"1577","TJR","V1","Salt Ratio",270,"Vegetation_ZoneMid",0,0.1656,0,1
"1578","TJR","V1","Salt Ratio",270,"Vegetation_ZoneUp",-0.2263,0.1857,-1.2187,0.2241
"1579","TJR","V1","Salt Ratio",270,"Year:Vegetation_ZoneMid",0,1e-04,0,1
"1580","TJR","V1","Salt Ratio",270,"Year:Vegetation_ZoneUp",1e-04,1e-04,1.2166,0.2249
"1581","TJR","V4","Salt Ratio",240,"(Intercept)",1,0.487,2.0533,0.0412
"1582","TJR","V4","Salt Ratio",240,"Year",0,2e-04,0,1
"1583","TJR","V4","Salt Ratio",240,"Vegetation_ZoneMid",-0.0508,0.4975,-0.1021,0.9188
"1584","TJR","V4","Salt Ratio",240,"Year:Vegetation_ZoneMid",0,2e-04,0.1017,0.9191
"1585","TJR","Brazo Creek","Salt Ratio",48,"(Intercept)",13.7091,16.8398,0.8141,0.42
"1586","TJR","Brazo Creek","Salt Ratio",48,"Year",-0.0063,0.0083,-0.7557,0.4538
"1587","TJR","Brazo Creek","Salt Ratio",48,"Vegetation_ZoneUp",-4.319,41.2489,-0.1047,0.9171
"1588","TJR","Brazo Creek","Salt Ratio",48,"Year:Vegetation_ZoneUp",0.0021,0.0204,0.1047,0.9171
"1589","TJR","Model Marsh","Salt Ratio",120,"(Intercept)",1,33.7328,0.0296,0.9764
"1590","TJR","Model Marsh","Salt Ratio",120,"Year",0,0.0167,0,1
"1591","TJR","Model Marsh","Salt Ratio",120,"Vegetation_ZoneMid",-19.2381,36.0619,-0.5335,0.5947
"1592","TJR","Model Marsh","Salt Ratio",120,"Year:Vegetation_ZoneMid",0.0095,0.0179,0.5332,0.5949
"1593","WEL","WB","Salt Ratio",265,"(Intercept)",0.7293,4.9403,0.1476,0.8828
"1594","WEL","WB","Salt Ratio",265,"Year",1e-04,0.0025,0.0547,0.9564
"1595","WEL","WB","Salt Ratio",265,"Vegetation_ZoneMid",0.2707,5.7045,0.0475,0.9622
"1596","WEL","WB","Salt Ratio",265,"Vegetation_ZoneUp",8.7972,6.9866,1.2592,0.2091
"1597","WEL","WB","Salt Ratio",265,"Year:Vegetation_ZoneMid",-1e-04,0.0028,-0.0474,0.9622
"1598","WEL","WB","Salt Ratio",265,"Year:Vegetation_ZoneUp",-0.0044,0.0035,-1.2721,0.2045
"1599","WQB","Section 2","Salt Ratio",420,"(Intercept)",1.7574,10.7988,0.1627,0.8708
"1600","WQB","Section 2","Salt Ratio",420,"Year",-4e-04,0.0054,-0.0804,0.9359
"1601","WQB","Section 2","Salt Ratio",420,"Vegetation_ZoneMid",-0.1355,15.9966,-0.0085,0.9932
"1602","WQB","Section 2","Salt Ratio",420,"Vegetation_ZoneUp",-0.7574,34.6813,-0.0218,0.9826
"1603","WQB","Section 2","Salt Ratio",420,"Year:Vegetation_ZoneMid",1e-04,0.0079,0.0153,0.9878
